date,count,start,end,type
"20171014T000000",791,700068,700858,2
"20161119T000000",765,438277,439041,2
"20151104T000000",761,136952,137712,2
"20160324T000000",805,247878,248682,2
"20170819T000000",736,655391,656126,2
"20161205T000000",814,451003,451816,2
"20160430T000000",782,277126,277907,2
"20170119T000000",804,487163,487966,2
"20160705T000000",747,329646,330392,2
"20160921T000000",745,391322,392066,2
"20160521T000000",861,293966,294826,2
"20151204T000000",793,160336,161128,2
"20161017T000000",776,411992,412767,2
"20170221T000000",790,513300,514089,2
"20160318T000000",805,243110,243914,2
"20170117T000000",798,485520,486317,2
"20170820T000000",785,656127,656911,2
"20170316T000000",837,531706,532542,2
"20170710T000000",814,623471,624284,2
"20151006T000000",788,114273,115060,2
"20150829T000000",802,84450,85251,2
"20170526T000000",779,587906,588684,2
"20170228T000000",811,518888,519698,2
"20151122T000000",779,150979,151757,2
"20170717T000000",749,628995,629743,2
"20150513T000000",722,897,1618,2
"20150814T000000",772,72616,73387,2
"20171023T000000",771,707185,707955,2
"20161217T000000",814,460621,461434,2
"20171110T000000",790,721510,722299,2
"20170602T000000",757,593460,594216,2
"20160209T000000",743,213209,213951,2
"20150711T000000",792,46334,47125,2
"20160925T000000",800,394423,395222,2
"20160604T000000",822,305060,305881,2
"20150728T000000",807,59484,60290,2
"20170830T000000",811,664180,664990,2
"20171222T000000",771,755052,755822,2
"20160721T000000",778,342247,343024,2
"20171219T000000",809,752650,753458,2
"20160515T000000",771,289084,289854,2
"20150707T000000",846,43176,44021,2
"20161030T000000",811,422265,423075,2
"20170523T000000",819,585474,586292,2
"20150823T000000",826,79609,80434,2
"20150512T000000",685,212,896,2
"20160924T000000",774,393649,394422,2
"20160715T000000",818,337565,338382,2
"20150726T000000",785,57950,58734,2
"20171206T000000",749,742293,743041,2
"20161028T000000",816,420660,421475,2
"20170210T000000",825,504623,505447,2
"20151223T000000",809,175366,176174,2
"20151014T000000",770,120584,121353,2
"20150913T000000",792,96264,97055,2
"20150723T000000",716,55678,56393,2
"20171006T000000",814,693840,694653,2
"20160818T000000",795,364488,365282,2
"20170214T000000",825,507806,508630,2
"20171030T000000",804,712707,713510,2
"20170531T000000",837,591768,592604,2
"20170810T000000",776,648173,648948,2
"20160808T000000",778,356720,357497,2
"20170906T000000",782,669876,670657,2
"20170714T000000",779,626679,627457,2
"20150717T000000",774,51083,51856,2
"20170525T000000",826,587080,587905,2
"20170909T000000",782,672179,672960,2
"20170516T000000",834,579922,580755,2
"20161201T000000",845,447819,448663,2
"20160219T000000",823,221096,221918,2
"20170401T000000",751,544361,545111,2
"20170627T000000",848,613081,613928,2
"20160319T000000",777,243915,244691,2
"20160825T000000",812,370133,370944,2
"20170902T000000",849,666586,667434,2
"20150827T000000",778,82877,83654,2
"20150819T000000",813,76458,77270,2
"20160131T000000",790,206148,206937,2
"20150521T000000",749,6816,7564,2
"20171004T000000",783,692229,693011,2
"20161029T000000",789,421476,422264,2
"20150526T000000",755,10640,11394,2
"20160829T000000",800,373327,374126,2
"20160208T000000",817,212392,213208,2
"20170716T000000",774,628221,628994,2
"20161128T000000",756,445457,446212,2
"20170730T000000",829,639451,640279,2
"20151015T000000",788,121354,122141,2
"20151115T000000",718,145505,146222,2
"20170329T000000",763,541994,542756,2
"20170709T000000",784,622687,623470,2
"20171211T000000",756,746236,746991,2
"20160704T000000",767,328879,329645,2
"20160306T000000",793,233688,234480,2
"20161224T000000",809,466364,467172,2
"20160615T000000",784,313833,314616,2
"20150525T000000",766,9874,10639,2
"20160803T000000",813,352648,353460,2
"20151128T000000",779,155691,156469,2
"20160609T000000",751,309106,309856,2
"20160602T000000",780,303548,304327,2
"20160104T000000",786,184912,185697,2
"20150714T000000",747,48757,49503,2
"20151212T000000",781,166700,167480,2
"20151219T000000",772,172226,172997,2
"20171008T000000",776,695460,696235,2
"20160712T000000",792,335177,335968,2
"20170825T000000",847,660066,660912,2
"20170901T000000",797,665789,666585,2
"20171221T000000",806,754246,755051,2
"20160117T000000",841,195084,195924,2
"20160502T000000",782,278727,279508,2
"20151208T000000",773,163547,164319,2
"20160429T000000",794,276332,277125,2
"20160417T000000",792,266758,267549,2
"20170226T000000",773,517325,518097,2
"20160114T000000",813,192722,193534,2
"20171130T000000",800,737500,738299,2
"20170707T000000",798,621115,621912,2
"20150705T000000",699,41748,42446,2
"20170115T000000",837,483952,484788,2
"20170213T000000",816,506990,507805,2
"20150828T000000",795,83655,84449,2
"20151216T000000",790,169865,170654,2
"20171028T000000",781,711121,711901,2
"20161111T000000",779,431884,432662,2
"20171116T000000",808,726324,727131,2
"20170719T000000",781,630525,631305,2
"20150923T000000",757,104055,104811,2
"20160919T000000",712,389835,390546,2
"20171214T000000",808,748588,749395,2
"20170224T000000",802,515704,516505,2
"20151005T000000",783,113490,114272,2
"20170824T000000",774,659292,660065,2
"20150921T000000",763,102537,103299,2
"20160314T000000",761,239939,240699,2
"20150915T000000",775,97796,98570,2
"20160213T000000",805,216404,217208,2
"20150927T000000",795,107145,107939,2
"20160402T000000",786,255028,255813,2
"20151017T000000",832,122933,123764,2
"20170913T000000",817,675361,676177,2
"20161122T000000",779,440700,441478,2
"20171202T000000",782,739122,739903,2
"20170223T000000",808,514896,515703,2
"20160731T000000",763,350309,351071,2
"20160909T000000",766,381976,382741,2
"20170309T000000",831,525988,526818,2
"20160118T000000",778,195925,196702,2
"20171113T000000",778,723884,724661,2
"20160719T000000",739,340752,341490,2
"20151226T000000",763,177738,178500,2
"20171121T000000",834,730285,731118,2
"20161219T000000",847,462203,463049,2
"20151230T000000",778,180914,181691,2
"20160706T000000",747,330393,331139,2
"20150516T000000",756,3109,3864,2
"20151222T000000",776,174590,175365,2
"20160127T000000",797,203050,203846,2
"20160717T000000",765,339182,339946,2
"20170612T000000",806,601303,602108,2
"20150914T000000",740,97056,97795,2
"20170323T000000",760,537293,538052,2
"20170607T000000",773,597461,598233,2
"20170823T000000",772,658520,659291,2
"20161031T000000",801,423076,423876,2
"20171016T000000",762,701660,702421,2
"20151225T000000",763,176975,177737,2
"20160101T000000",840,182477,183316,2
"20161007T000000",823,404116,404938,2
"20170430T000000",772,567248,568019,2
"20150518T000000",727,4605,5331,2
"20171027T000000",808,710313,711120,2
"20170218T000000",766,510998,511763,2
"20150817T000000",793,74967,75759,2
"20160119T000000",733,196703,197435,2
"20160605T000000",837,305882,306718,2
"20161228T000000",816,469617,470432,2
"20160904T000000",739,378171,378909,2
"20151213T000000",763,167481,168243,2
"20150902T000000",734,87643,88376,2
"20170605T000000",772,595856,596627,2
"20171024T000000",766,707956,708721,2
"20170428T000000",797,565673,566469,2
"20170422T000000",773,560949,561721,2
"20151019T000000",791,124497,125287,2
"20160711T000000",843,334334,335176,2
"20160125T000000",834,201413,202246,2
"20171009T000000",795,696236,697030,2
"20160227T000000",797,227345,228141,2
"20170408T000000",819,549852,550670,2
"20160105T000000",820,185698,186517,2
"20150925T000000",812,105575,106386,2
"20161005T000000",808,402486,403293,2
"20161026T000000",786,419107,419892,2
"20151123T000000",762,151758,152519,2
"20170530T000000",759,591009,591767,2
"20160905T000000",769,378910,379678,2
"20170116T000000",731,484789,485519,2
"20160427T000000",759,274738,275496,2
"20160713T000000",791,335969,336759,2
"20150826T000000",819,82058,82876,2
"20160420T000000",791,269166,269956,2
"20160828T000000",755,372572,373326,2
"20170905T000000",837,669039,669875,2
"20170725T000000",783,635386,636168,2
"20170415T000000",773,555467,556239,2
"20151024T000000",784,128376,129159,2
"20160103T000000",811,184101,184911,2
"20150523T000000",768,8361,9128,2
"20151030T000000",763,133045,133807,2
"20161004T000000",748,401738,402485,2
"20170419T000000",795,558549,559343,2
"20170427T000000",843,564830,565672,2
"20160620T000000",806,317839,318644,2
"20160309T000000",761,236011,236771,2
"20150725T000000",760,57190,57949,2
"20160323T000000",10987,3408255,3419241,0
"20150917T000000",10788,1350739,1361526,0
"20161220T000000",11035,6418600,6429634,0
"20150831T000000",11034,1167867,1178900,0
"20150530T000000",10172,179467,189638,0
"20151112T000000",10834,1959776,1970609,0
"20160617T000000",10797,4358413,4369209,0
"20150724T000000",10707,760780,771486,0
"20171002T000000",11386,9603983,9615368,0
"20170816T000000",11097,9079347,9090443,0
"20170929T000000",11117,9570806,9581922,0
"20150922T000000",10770,1404382,1415151,0
"20160320T000000",10971,3375366,3386336,0
"20170124T000000",11147,6807740,6818886,0
"20151002T000000",10823,1512381,1523203,0
"20150624T000000",10429,441199,451627,0
"20161022T000000",11004,5763706,5774709,0
"20160913T000000",11319,5331532,5342850,0
"20160614T000000",11144,4324844,4335987,0
"20151011T000000",10830,1611039,1621868,0
"20170609T000000",10749,8322399,8333147,0
"20170702T000000",10870,8578130,8588999,0
"20170420T000000",11146,7765969,7777114,0
"20170617T000000",11055,8411343,8422397,0
"20150720T000000",10660,718298,728957,0
"20170220T000000",10983,7108986,7119968,0
"20150522T000000",10053,98287,108339,0
"20150621T000000",10470,409550,420019,0
"20170121T000000",10977,6774934,6785910,0
"20161211T000000",11493,6318425,6329917,0
"20170623T000000",11208,8478006,8489213,0
"20161120T000000",11179,6084721,6095899,0
"20171111T000000",11078,10048575,10059652,0
"20171119T000000",11137,10137432,10148568,0
"20170501T000000",10979,7888459,7899437,0
"20170324T000000",11169,7465357,7476525,0
"20160517T000000",11036,4015131,4026166,0
"20160611T000000",11281,4291379,4302659,0
"20161213T000000",11261,6341006,6352266,0
"20161126T000000",11019,6152122,6163140,0
"20170814T000000",11354,9056894,9068247,0
"20171003T000000",11436,9615369,9626804,0
"20161103T000000",11166,5896511,5907676,0
"20170215T000000",11111,7053333,7064443,0
"20160422T000000",10786,3739723,3750508,0
"20170519T000000",11032,8088078,8099109,0
"20161112T000000",10863,5996744,6007606,0
"20150805T000000",10589,888648,899236,0
"20170731T000000",11051,8901127,8912177,0
"20150626T000000",10383,462339,472721,0
"20171229T000000",11186,10585263,10596448,0
"20150712T000000",10700,633006,643705,0
"20170128T000000",11153,6852112,6863264,0
"20160514T000000",10954,3981967,3992920,0
"20170204T000000",11044,6930144,6941187,0
"20150527T000000",10291,148721,159011,0
"20150830T000000",10630,1157237,1167866,0
"20150909T000000",10754,1264866,1275619,0
"20161226T000000",11068,6485196,6496263,0
"20150609T000000",10559,282915,293473,0
"20170724T000000",11156,8823267,8834422,0
"20170103T000000",11113,6574751,6585863,0
"20170509T000000",10841,7977262,7988102,0
"20160310T000000",10844,3265268,3276111,0
"20151020T000000",10852,1709034,1719885,0
"20160702T000000",10974,4524656,4535629,0
"20160506T000000",10954,3893312,3904265,0
"20160831T000000",11161,5188309,5199469,0
"20170114T000000",10896,6697172,6708067,0
"20161203T000000",11405,6229479,6240883,0
"20170907T000000",10897,9325363,9336259,0
"20170126T000000",10979,6830074,6841052,0
"20150813T000000",10702,974057,984758,0
"20151101T000000",10737,1839076,1849812,0
"20160316T000000",11235,3331294,3342528,0
"20150617T000000",10558,367099,377656,0
"20160216T000000",11383,3012171,3023553,0
"20161204T000000",10941,6240884,6251824,0
"20170424T000000",11006,7810494,7821499,0
"20150529T000000",10228,169239,179466,0
"20160805T000000",10954,4900289,4911242,0
"20170727T000000",11149,8856741,8867889,0
"20160401T000000",10888,3507686,3518573,0
"20170521T000000",11061,8110344,8121404,0
"20170831T000000",11196,9247263,9258458,0
"20160113T000000",10735,2638737,2649471,0
"20160918T000000",10802,5387258,5398059,0
"20170821T000000",11169,9135000,9146168,0
"20160601T000000",11151,4181173,4192323,0
"20161009T000000",10855,5619458,5630312,0
"20170726T000000",11076,8845665,8856740,0
"20170818T000000",10905,9101837,9112741,0
"20160321T000000",10950,3386337,3397286,0
"20161104T000000",11214,5907677,5918890,0
"20170410T000000",11203,7655341,7666543,0
"20160612T000000",11257,4302660,4313916,0
"20150612T000000",10685,314311,324995,0
"20161109T000000",11093,5963825,5974917,0
"20170629T000000",10981,8544426,8555406,0
"20170924T000000",11427,9514844,9526270,0
"20160531T000000",10958,4170215,4181172,0
"20170616T000000",11027,8400316,8411342,0
"20161113T000000",11056,6007607,6018662,0
"20170806T000000",11232,8967622,8978853,0
"20171025T000000",11124,9859800,9870923,0
"20150704T000000",10684,547595,558278,0
"20171209T000000",10776,10361776,10372551,0
"20151110T000000",11155,1937574,1948728,0
"20150619T000000",10643,388192,398834,0
"20171230T000000",10386,10596449,10606834,0
"20160804T000000",10976,4889313,4900288,0
"20161002T000000",11033,5541036,5552068,0
"20170712T000000",11061,8689256,8700316,0
"20151007T000000",11065,1567213,1578277,0
"20160406T000000",11107,3562770,3573876,0
"20161106T000000",11066,5929996,5941061,0
"20170703T000000",11015,8589000,8600014,0
"20170630T000000",11234,8555407,8566640,0
"20160305T000000",10998,3210292,3221289,0
"20160218T000000",11214,3034604,3045817,0
"20151120T000000",10821,2046449,2057269,0
"20170815T000000",11099,9068248,9079346,0
"20150719T000000",10739,707559,718297,0
"20170610T000000",11221,8333148,8344368,0
"20170511T000000",11143,7999024,8010166,0
"20171031T000000",10938,9926450,9937387,0
"20160304T000000",11052,3199240,3210291,0
"20160317T000000",10882,3342529,3353410,0
"20160207T000000",11023,2912614,2923636,0
"20171026T000000",11227,9870924,9882150,0
"20160419T000000",11313,3706188,3717500,0
"20170412T000000",11052,7677629,7688680,0
"20170904T000000",11230,9291885,9303114,0
"20150611T000000",10431,303880,314310,0
"20151210T000000",11024,2265595,2276618,0
"20150715T000000",10564,665115,675678,0
"20151127T000000",11085,2123021,2134105,0
"20151009T000000",10738,1589302,1600039,0
"20151013T000000",10948,1632536,1643483,0
"20170606T000000",11302,8288838,8300139,0
"20150618T000000",10535,377657,388191,0
"20170917T000000",11228,9436948,9448175,0
"20161024T000000",11023,5785825,5796847,0
"20161108T000000",11317,5952508,5963824,0
"20170130T000000",11074,6874564,6885637,0
"20160528T000000",11023,4137240,4148262,0
"20150627T000000",10587,472722,483308,0
"20170122T000000",11008,6785911,6796918,0
"20151010T000000",10999,1600040,1611038,0
"20171217T000000",11160,10451288,10462447,0
"20150613T000000",10330,324996,335325,0
"20151111T000000",11047,1948729,1959775,0
"20170320T000000",10928,7420941,7431868,0
"20150924T000000",10770,1425790,1436559,0
"20160530T000000",10884,4159331,4170214,0
"20170803T000000",11218,8934338,8945555,0
"20160627T000000",10983,4469160,4480142,0
"20150602T000000",10305,210337,220641,0
"20160415T000000",11137,3661541,3672677,0
"20170416T000000",10875,7722039,7732913,0
"20160910T000000",11042,5298690,5309731,0
"20160801T000000",11031,4856150,4867180,0
"20151028T000000",10893,1795724,1806616,0
"20171126T000000",11351,10215931,10227281,0
"20161003T000000",11379,5552069,5563447,0
"20170303T000000",11096,7231268,7242363,0
"20170916T000000",11153,9425795,9436947,0
"20170506T000000",11200,7943755,7954954,0
"20160329T000000",11003,3474799,3485801,0
"20161102T000000",11016,5885495,5896510,0
"20160616T000000",11273,4347140,4358412,0
"20150716T000000",10623,675679,686301,0
"20170807T000000",11197,8978854,8990050,0
"20160130T000000",10936,2824953,2835888,0
"20171124T000000",11154,10193310,10204463,0
"20160211T000000",10836,2957188,2968023,0
"20160716T000000",11060,4678604,4689663,0
"20160725T000000",11117,4778335,4789451,0
"20151209T000000",11043,2254552,2265594,0
"20151125T000000",10888,2101238,2112125,0
"20151022T000000",10851,1730849,1741699,0
"20170326T000000",11092,7487880,7498971,0
"20170520T000000",11234,8099110,8110343,0
"20151217T000000",10908,2342600,2353507,0
"20170301T000000",11272,7208798,7220069,0
"20150811T000000",10582,952947,963528,0
"20170514T000000",11370,8032104,8043473,0
"20150822T000000",10622,1070350,1080971,0
"20160708T000000",11271,4589964,4601234,0
"20160222T000000",10901,3078681,3089581,0
"20160325T000000",11052,3430304,3441355,0
"20160529T000000",11068,4148263,4159330,0
"20160814T000000",11291,4999562,5010852,0
"20150908T000000",10850,1254016,1264865,0
"20170102T000000",11413,6563338,6574750,0
"20151004T000000",11049,1534412,1545460,0
"20161014T000000",11070,5674700,5685769,0
"20161114T000000",11000,6018663,6029662,0
"20150929T000000",10741,1480248,1490988,0
"20151126T000000",10895,2112126,2123020,0
"20160223T000000",10872,3089582,3100453,0
"20150706T000000",10614,568731,579344,0
"20151201T000000",11011,2167134,2178144,0
"20160202T000000",11024,2858153,2869176,0
"20151228T000000",11109,2462951,2474059,0
"20170112T000000",11033,6675053,6686085,0
"20150906T000000",10803,1232397,1243199,0
"20170927T000000",11212,9548588,9559799,0
"20171227T000000",11357,10562898,10574254,0
"20170618T000000",10899,8422398,8433296,0
"20160312T000000",10834,3287424,3298257,0
"20170611T000000",11161,8344369,8355529,0
"20151231T000000",11038,2495998,2507035,0
"20161227T000000",11276,6496264,6507539,0
"20170923T000000",11191,9503653,9514843,0
"20170903T000000",11149,9280736,9291884,0
"20170129T000000",11299,6863265,6874563,0
"20150918T000000",10924,1361527,1372450,0
"20170912T000000",11176,9380941,9392116,0
"20160409T000000",11079,3596115,3607193,0
"20150604T000000",10358,231220,241577,0
"20151016T000000",10854,1665278,1676131,0
"20161116T000000",10895,6040812,6051706,0
"20171102T000000",11057,9948715,9959771,0
"20161218T000000",11080,6396749,6407828,0
"20170107T000000",11050,6619644,6630693,0
"20171205T000000",10866,10317248,10328113,0
"20160816T000000",11044,5021778,5032821,0
"20171223T000000",11240,10518612,10529851,0
"20160413T000000",10786,3639789,3650574,0
"20150920T000000",10698,1382954,1393651,0
"20160206T000000",10823,2901791,2912613,0
"20160920T000000",10950,5409041,5419990,0
"20161010T000000",11434,5630313,5641746,0
"20160225T000000",10938,3111380,3122317,0
"20151105T000000",10886,1883094,1893979,0
"20161019T000000",10965,5730498,5741462,0
"20171108T000000",11065,10015325,10026389,0
"20170414T000000",11105,7700035,7711139,0
"20160315T000000",10947,3320347,3331293,0
"20170108T000000",11030,6630694,6641723,0
"20171114T000000",11105,10081840,10092944,0
"20151119T000000",10884,2035565,2046448,0
"20150818T000000",10691,1027703,1038393,0
"20161210T000000",11251,6307174,6318424,0
"20151106T000000",11025,1893980,1905004,0
"20160811T000000",11313,4966442,4977754,0
"20160107T000000",10733,2573199,2583931,0
"20150730T000000",10441,824751,835191,0
"20160824T000000",11167,5110504,5121670,0
"20151031T000000",10907,1828169,1839075,0
"20160508T000000",11146,3915400,3926545,0
"20150905T000000",10635,1221762,1232396,0
"20150812T000000",10528,963529,974056,0
"20160302T000000",11001,3177268,3188268,0
"20170723T000000",11171,8812096,8823266,0
"20150703T000000",10896,536699,547594,0
"20170305T000000",11135,7253514,7264648,0
"20160812T000000",10724,4977755,4988478,0
"20170925T000000",11146,9526271,9537416,0
"20170529T000000",10823,8199323,8210145,0
"20160709T000000",10994,4601235,4612228,0
"20170201T000000",11179,6896656,6907834,0
"20170304T000000",11150,7242364,7253513,0
"20170317T000000",11253,7387423,7398675,0
"20170315T000000",11291,7364743,7376033,0
"20170802T000000",11016,8923322,8934337,0
"20171208T000000",11357,10350419,10361775,0
"20160827T000000",11070,5143935,5155004,0
"20150825T000000",11038,1102450,1113487,0
"20160204T000000",10920,2879982,2890901,0
"20170918T000000",10798,9448176,9458973,0
"20151121T000000",10871,2057270,2068140,0
"20161225T000000",11051,6474145,6485195,0
"20160424T000000",11231,3761449,3772679,0
"20170808T000000",11079,8990051,9001129,0
"20160331T000000",11001,3496685,3507685,0
"20160722T000000",11131,4744939,4756069,0
"20170619T000000",11193,8433297,8444489,0
"20161101T000000",10769,5874726,5885494,0
"20171226T000000",11108,10551790,10562897,0
"20170113T000000",11086,6686086,6697171,0
"20171112T000000",11135,10059653,10070787,0
"20170209T000000",11302,6986194,6997495,0
"20160301T000000",11166,3166102,3177267,0
"20151107T000000",10788,1905005,1915792,0
"20170125T000000",11187,6818887,6830073,0
"20170308T000000",11306,7286932,7298237,0
"20150804T000000",11012,877636,888647,0
"20170822T000000",11393,9146169,9157561,0
"20170110T000000",11001,6653023,6664023,0
"20160926T000000",10898,5474918,5485815,0
"20170106T000000",11401,6608243,6619643,0
"20170105T000000",11193,6597050,6608242,0
"20160505T000000",10907,3882405,3893311,0
"20160428T000000",10917,3805610,3816526,0
"20160509T000000",11080,3926546,3937625,0
"20160607T000000",10741,4247707,4258447,0
"20170809T000000",10882,9001130,9012011,0
"20160923T000000",11104,5441895,5452998,0
"20150820T000000",10434,1049248,1059681,0
"20150901T000000",10704,1178901,1189604,0
"20160522T000000",11271,4070287,4081557,0
"20160613T000000",10927,4313917,4324843,0
"20160426T000000",10863,3783734,3794596,0
"20170208T000000",11413,6974781,6986193,0
"20171125T000000",11467,10204464,10215930,0
"20160930T000000",11015,5519117,5530131,0
"20150926T000000",10655,1447598,1458252,0
"20161011T000000",10985,5641747,5652731,0
"20160922T000000",10948,5430947,5441894,0
"20151124T000000",11143,2090095,2101237,0
"20160817T000000",11014,5032822,5043835,0
"20160810T000000",10904,4955538,4966441,0
"20161008T000000",11072,5608386,5619457,0
"20160815T000000",10925,5010853,5021777,0
"20160418T000000",11263,3694925,3706187,0
"20160126T000000",11118,2781126,2792243,0
"20170603T000000",11535,8254903,8266437,0
"20160405T000000",10922,3551848,3562769,0
"20170713T000000",11313,8700317,8711629,0
"20161221T000000",11304,6429635,6440938,0
"20150808T000000",10730,920804,931533,0
"20160907T000000",11117,5265413,5276529,0
"20160707T000000",10930,4579034,4589963,0
"20170722T000000",11040,8801056,8812095,0
"20150515T000000",9568,29397,38964,0
"20150608T000000",10309,272606,282914,0
"20150903T000000",10684,1200281,1210964,0
"20160720T000000",10946,4723113,4734058,0
"20170621T000000",11109,8455730,8466838,0
"20160203T000000",10805,2869177,2879981,0
"20160703T000000",11123,4535630,4546752,0
"20160524T000000",11305,4092536,4103840,0
"20161230T000000",10930,6530310,6541239,0
"20171123T000000",11377,10181933,10193309,0
"20170131T000000",11018,6885638,6896655,0
"20171213T000000",11274,10406311,10417584,0
"20160603T000000",10942,4203355,4214296,0
"20171018T000000",11177,9782256,9793432,0
"20151227T000000",11069,2451882,2462950,0
"20150713T000000",10739,643706,654444,0
"20151021T000000",10963,1719886,1730848,0
"20170331T000000",11230,7543791,7555020,0
"20170313T000000",11213,7342269,7353481,0
"20150520T000000",10087,78016,88102,0
"20171109T000000",11009,10026390,10037398,0
"20170919T000000",11171,9458974,9470144,0
"20170622T000000",11167,8466839,8478005,0
"20160729T000000",11083,4822829,4833911,0
"20170503T000000",10975,7910452,7921426,0
"20170928T000000",11006,9559800,9570805,0
"20161206T000000",11200,6262834,6274033,0
"20160308T000000",10819,3243481,3254299,0
"20171107T000000",10977,10004348,10015324,0
"20160116T000000",10942,2671318,2682259,0
"20160525T000000",11218,4103841,4115058,0
"20170921T000000",11086,9481417,9492502,0
"20170312T000000",11020,7331249,7342268,0
"20160820T000000",11268,5065718,5076985,0
"20170508T000000",11217,7966045,7977261,0
"20160504T000000",11089,3871316,3882404,0
"20161231T000000",11172,6541240,6552411,0
"20170314T000000",11261,7353482,7364742,0
"20170504T000000",11232,7921427,7932658,0
"20160628T000000",11178,4480143,4491320,0
"20170930T000000",11053,9581923,9592975,0
"20150708T000000",10507,590341,600847,0
"20160819T000000",10977,5054741,5065717,0
"20150710T000000",10865,611372,622236,0
"20171204T000000",11297,10305951,10317247,0
"20151221T000000",10963,2386209,2397171,0
"20150628T000000",10677,483309,493985,0
"20170829T000000",11117,9224770,9235886,0
"20170922T000000",11150,9492503,9503652,0
"20170911T000000",11218,9369723,9380940,0
"20150731T000000",10511,835192,845702,0
"20160124T000000",11001,2758988,2769988,0
"20151023T000000",10648,1741700,1752347,0
"20171105T000000",11040,9982191,9993230,0
"20151207T000000",11162,2232459,2243620,0
"20150601T000000",10354,199983,210336,0
"20171017T000000",11177,9771079,9782255,0
"20171224T000000",10858,10529852,10540709,0
"20170328T000000",11135,7510268,7521402,0
"20160902T000000",11048,5210524,5221571,0
"20161125T000000",11143,6140979,6152121,0
"20150519T000000",10011,68005,78015,0
"20150531T000000",10344,189639,199982,0
"20170423T000000",11088,7799406,7810493,0
"20151214T000000",11038,2309478,2320515,0
"20150606T000000",10328,251999,262326,0
"20171019T000000",11044,9793433,9804476,0
"20170522T000000",11277,8121405,8132681,0
"20170404T000000",11219,7588264,7599482,0
"20151118T000000",10866,2024699,2035564,0
"20161124T000000",11250,6129729,6140978,0
"20160129T000000",10975,2813978,2824952,0
"20150607T000000",10279,262327,272605,0
"20160201T000000",11210,2846943,2858152,0
"20160724T000000",10994,4767341,4778334,0
"20150620T000000",10715,398835,409549,0
"20160102T000000",10951,2518069,2529019,0
"20171022T000000",11127,9826696,9837822,0
"20160624T000000",10990,4435672,4446661,0
"20170225T000000",11210,7164301,7175510,0
"20150801T000000",10559,845703,856261,0
"20170306T000000",11269,7264649,7275917,0
"20161215T000000",11189,6363487,6374675,0
"20160606T000000",10903,4236804,4247706,0
"20160718T000000",11216,4700831,4712046,0
"20150722T000000",10576,739567,750142,0
"20160408T000000",11130,3584985,3596114,0
"20161209T000000",10784,6296390,6307173,0
"20160830T000000",11231,5177078,5188308,0
"20161021T000000",11175,5752531,5763705,0
"20170608T000000",11086,8311313,8322398,0
"20170704T000000",11107,8600015,8611121,0
"20161127T000000",10896,6163141,6174036,0
"20170413T000000",11354,7688681,7700034,0
"20170109T000000",11299,6641724,6653022,0
"20151012T000000",10667,1621869,1632535,0
"20160330T000000",10883,3485802,3496684,0
"20170908T000000",11160,9336260,9347419,0
"20160629T000000",11170,4491321,4502490,0
"20161016T000000",11099,5696856,5707954,0
"20150912T000000",10677,1297212,1307888,0
"20160215T000000",10829,3001342,3012170,0
"20151211T000000",10888,2276619,2287506,0
"20160311T000000",11312,3276112,3287423,0
"20171012T000000",10966,9715458,9726423,0
"20150930T000000",10773,1490989,1501761,0
"20170425T000000",11222,7821500,7832721,0
"20170512T000000",10987,8010167,8021153,0
"20170322T000000",11077,7443061,7454137,0
"20151218T000000",10771,2353508,2364278,0
"20151113T000000",10833,1970610,1981442,0
"20151202T000000",10736,2178145,2188880,0
"20151117T000000",10962,2013737,2024698,0
"20160128T000000",10976,2803002,2813977,0
"20160108T000000",10966,2583932,2594897,0
"20160205T000000",10889,2890902,2901790,0
"20170812T000000",11451,9034285,9045735,0
"20160701T000000",11075,4513581,4524655,0
"20161012T000000",10891,5652732,5663622,0
"20161110T000000",11081,5974918,5985998,0
"20150605T000000",10421,241578,251998,0
"20160911T000000",10984,5309732,5320715,0
"20150727T000000",10598,792601,803198,0
"20171128T000000",11136,10238671,10249806,0
"20170127T000000",11059,6841053,6852111,0
"20170421T000000",11124,7777115,7788238,0
"20160328T000000",11505,3463294,3474798,0
"20170801T000000",11144,8912178,8923321,0
"20151220T000000",10950,2375259,2386208,0
"20160730T000000",11291,4833912,4845202,0
"20160501T000000",11070,3838510,3849579,0
"20170318T000000",11199,7398676,7409874,0
"20160303T000000",10971,3188269,3199239,0
"20161020T000000",11068,5741463,5752530,0
"20151001T000000",10619,1501762,1512380,0
"20170101T000000",10926,6552412,6563337,0
"20160908T000000",11016,5276530,5287545,0
"20150821T000000",10668,1059682,1070349,0
"20171104T000000",11301,9970890,9982190,0
"20161129T000000",11107,6185311,6196417,0
"20170513T000000",10950,8021154,8032103,0
"20171203T000000",11329,10294622,10305950,0
"20160519T000000",10980,4037226,4048205,0
"20161027T000000",11274,5819152,5830425,0
"20170804T000000",11057,8945556,8956612,0
"20161001T000000",10904,5530132,5541035,0
"20160630T000000",11090,4502491,4513580,0
"20150622T000000",10535,420020,430554,0
"20160416T000000",10948,3672678,3683625,0
"20160619T000000",10977,4380315,4391291,0
"20150524T000000",9975,118344,128318,0
"20160728T000000",11059,4811770,4822828,0
"20160513T000000",11083,3970884,3981966,0
"20170302T000000",11198,7220070,7231267,0
"20151205T000000",10957,2210502,2221458,0
"20160927T000000",11055,5485816,5496870,0
"20160228T000000",11003,3144234,3155236,0
"20160608T000000",10992,4258448,4269439,0
